original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
Elaphoglossum rigidum,NA,NA,accepted,GBIF:8713668,Elaphoglossum rigidum,species,accepted,GBIF:8713668,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,rigidum,NA,2651032,7289969,Urb. (Aubl.),stiff tonguefern
Gomesa longicornu,NA,NA,accepted,GBIF:5951155,Gomesa longicornu,species,accepted,GBIF:5951155,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gomesa,longicornu,NA,2851004,5322234,M.W.Chase & N.H.Williams (Mutel),NA
Anthurium pentaphyllum,NA,NA,accepted,GBIF:2873047,Anthurium pentaphyllum,species,accepted,GBIF:2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,pentaphyllum,NA,2872218,5331064,G.Don (Aubl.),Miyaibo
Tillandsia loliacea,NA,NA,accepted,GBIF:2695286,Tillandsia loliacea,species,accepted,GBIF:2695286,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,loliacea,NA,8279994,NA,Mart. ex Schult. & Schult.f.,cravo do mato
Pleopeltis hirsutissima,NA,NA,accepted,GBIF:4029985,Pleopeltis hirsutissima,species,accepted,GBIF:4029985,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,hirsutissima,NA,2650485,7290359,de la Sota (Raddi),NA
Aechmea distichantha,NA,NA,accepted,GBIF:2698018,Aechmea distichantha,species,accepted,GBIF:2698018,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,NA,2697812,NA,Lem.,NA
Tillandsia streptocarpa,NA,NA,accepted,GBIF:2695421,Tillandsia streptocarpa,species,accepted,GBIF:2695421,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,streptocarpa,NA,8279994,NA,Baker,NA
Henicodium geniculatum,NA,NA,accepted,GBIF:2678149,Henicodium geniculatum,species,accepted,GBIF:2678149,Plantae,Bryophyta,Bryopsida,Leucodontales,Pterobryaceae,Henicodium,geniculatum,NA,2678148,7711711,"W.R.Buck, 1989",NA
Pleopeltis pleopeltidis,NA,NA,accepted,GBIF:4028814,Pleopeltis pleopeltidis,species,accepted,GBIF:4028814,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,pleopeltidis,NA,2650485,5649872,de la Sota (Fée),NA
Leptotes bicolor,NA,NA,accepted,GBIF:5310500,Leptotes bicolor,species,accepted,GBIF:5310500,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Leptotes,bicolor,NA,2803252,NA,Lindl.,NA
Acianthera hygrophila,NA,NA,accepted,GBIF:2839428,Acianthera hygrophila,species,accepted,GBIF:2839428,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,hygrophila,NA,7848554,2839433,Pridgeon & M.W.Chase (Barb.Rodr.),NA
Hymenophyllum polyanthos,NA,NA,accepted,GBIF:8051570,Hymenophyllum polyanthos,species,accepted,GBIF:8051570,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,polyanthos,NA,2651287,7944425,Sw. (Sw.),좀처녀이끼
Cattleya coccinea,NA,NA,accepted,GBIF:2811951,Cattleya coccinea,species,accepted,GBIF:2811951,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cattleya,coccinea,NA,2800821,NA,Lindl.,NA
Cattleya coccinea,NA,NA,accepted,GBIF:2811951,Cattleya coccinea,species,accepted,GBIF:2811951,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cattleya,coccinea,NA,2800821,NA,Lindl.,NA
Billbergia nutans,NA,NA,accepted,GBIF:2693788,Billbergia nutans,species,accepted,GBIF:2693788,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Billbergia,nutans,NA,2693699,NA,H.Wendl. ex Regel,queens tears
Epidendrum secundum,NA,NA,accepted,GBIF:5319755,Epidendrum secundum,species,accepted,GBIF:5319755,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,secundum,NA,5297341,NA,Jacq.,thicket star orchid
Aechmea burle-marxii,Aechmea burle marxii,0.95,accepted | wasMisspelled,GBIF:2698286,Aechmea burle marxii,species,accepted,GBIF:2698286,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,burle-marxii,NA,2697812,NA,E.Pereira,NA
Campyloneurum rigidum,NA,NA,accepted,GBIF:4024021,Campyloneurum rigidum,species,accepted,GBIF:4024021,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,rigidum,NA,7500358,NA,J.Sm.,NA
Serpocaulon catharinae,NA,NA,accepted,GBIF:4024085,Serpocaulon catharinae,species,accepted,GBIF:4024085,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,catharinae,NA,7126636,7290130,A.R.Sm. (Langsd. & Fisch.),NA
Aechmea purpureorosea,NA,NA,accepted,GBIF:2698164,Aechmea purpureorosea,species,accepted,GBIF:2698164,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,purpureorosea,NA,2697812,2698170,Wawra (Hook.),NA
Octomeria fibrifera,NA,NA,accepted,GBIF:2817094,Octomeria fibrifera,species,accepted,GBIF:2817094,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Octomeria,fibrifera,NA,2816973,NA,Schltr.,NA
Philodendron fragrantissimum,NA,NA,accepted,GBIF:2870944,Philodendron fragrantissimum,species,accepted,GBIF:2870944,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,fragrantissimum,NA,2861312,2870952,G.Don (Hook.),shortstem philodendron
Phlegmariurus fontinaloides,NA,NA,accepted,GBIF:8066544,Phlegmariurus fontinaloides,species,accepted,GBIF:8066544,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,fontinaloides,NA,7641693,7286672,B.Øllg. (Spring),NA
Vriesea platynema,NA,NA,accepted,GBIF:5288935,Vriesea platynema,species,accepted,GBIF:5288935,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,platynema,NA,2699764,NA,Gaudich.,NA
Billbergia nutans,NA,NA,accepted,GBIF:2693788,Billbergia nutans,species,accepted,GBIF:2693788,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Billbergia,nutans,NA,2693699,NA,H.Wendl. ex Regel,queens tears
Campyloneurum austrobrasilianum,NA,NA,accepted,GBIF:4025000,Campyloneurum austrobrasilianum,species,accepted,GBIF:4025000,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,austrobrasilianum,NA,7500358,5650408,de la Sota (Alston),NA
Microgramma squamulosa,NA,NA,accepted,GBIF:4025976,Microgramma squamulosa,species,accepted,GBIF:4025976,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,squamulosa,NA,8393217,7290190,de la Sota (Kaulf.),NA
Nematanthus fluminensis,NA,NA,accepted,GBIF:5589380,Nematanthus fluminensis,species,accepted,GBIF:5589380,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,fluminensis,NA,3233474,3733571,Fritsch (Vell.),NA
Pleopeltis hirsutissima,NA,NA,accepted,GBIF:4029985,Pleopeltis hirsutissima,species,accepted,GBIF:4029985,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,hirsutissima,NA,2650485,7290359,de la Sota (Raddi),NA
Epidendrum nocturnum,NA,NA,accepted,GBIF:5320021,Epidendrum nocturnum,species,accepted,GBIF:5320021,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,nocturnum,NA,5297341,NA,Jacq.,night scented orchid
Scaphyglottis modesta,NA,NA,accepted,GBIF:2847093,Scaphyglottis modesta,species,accepted,GBIF:2847093,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphyglottis,modesta,NA,2846991,2847098,Schltr. (Rchb.f.),Malaysian orchid
Rhetinantha notylioglossa,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aechmea distichantha,NA,NA,accepted,GBIF:2698018,Aechmea distichantha,species,accepted,GBIF:2698018,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,NA,2697812,NA,Lem.,NA
Tillandsia tricholepis,NA,NA,accepted,GBIF:2695104,Tillandsia tricholepis,species,accepted,GBIF:2695104,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,tricholepis,NA,8279994,NA,Baker,cravo do mato
Vriesea incurvata,NA,NA,accepted,GBIF:5289200,Vriesea incurvata,species,accepted,GBIF:5289200,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,incurvata,NA,2699764,NA,Gaudich.,nabbvriesea
Campylocentrum aromaticum,NA,NA,accepted,GBIF:2820798,Campylocentrum aromaticum,species,accepted,GBIF:2820798,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Campylocentrum,aromaticum,NA,2820788,NA,Barb.Rodr.,NA
Lepismium lumbricoides,NA,NA,accepted,GBIF:7279927,Lepismium lumbricoides,species,accepted,GBIF:7279927,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lepismium,lumbricoides,NA,8049434,5622996,Barthlott (Lem.),NA
Campyloneurum austrobrasilianum,NA,NA,accepted,GBIF:4025000,Campyloneurum austrobrasilianum,species,accepted,GBIF:4025000,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,austrobrasilianum,NA,7500358,5650408,de la Sota (Alston),NA
Specklinia grobyi,NA,NA,accepted,GBIF:2835608,Specklinia grobyi,species,accepted,GBIF:2835608,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Specklinia,grobyi,NA,2835322,2835628,F.Barros (Bateman ex Lindl.),NA
Dichaea cogniauxiana,NA,NA,accepted,GBIF:2789829,Dichaea cogniauxiana,species,accepted,GBIF:2789829,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dichaea,cogniauxiana,NA,2789818,NA,Schltr.,NA
Acianthera sonderiana,NA,NA,accepted,GBIF:2839953,Acianthera sonderiana,species,accepted,GBIF:2839953,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,sonderiana,NA,7848554,2839954,Pridgeon & M.W.Chase (Rchb.f.),NA
Microgramma squamulosa,NA,NA,accepted,GBIF:4025976,Microgramma squamulosa,species,accepted,GBIF:4025976,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,squamulosa,NA,8393217,7290190,de la Sota (Kaulf.),NA
Vriesea gigantea,NA,NA,accepted,GBIF:5288894,Vriesea gigantea,species,accepted,GBIF:5288894,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,gigantea,NA,2699764,NA,Gaudich.,jattevriesea
Rhipsalis grandiflora,NA,NA,accepted,GBIF:7280938,Rhipsalis grandiflora,species,accepted,GBIF:7280938,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,grandiflora,NA,3084035,NA,Haw.,erva de periquito
Nematanthus crassifolius,NA,NA,accepted,GBIF:6365200,Nematanthus crassifolius,species,accepted,GBIF:6365200,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,crassifolius,NA,3233474,3818730,Wiehler (Schott),NA
Aechmea fasciata,NA,NA,accepted,GBIF:2698346,Aechmea fasciata,species,accepted,GBIF:2698346,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fasciata,NA,2697812,2698349,Baker (Lindl.),urnplant
Pleopeltis pleopeltifolia,NA,NA,accepted,GBIF:4028806,Pleopeltis pleopeltifolia,species,accepted,GBIF:4028806,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,pleopeltifolia,NA,2650485,5649861,Alston (Raddi),NA
Nematanthus australis,NA,NA,accepted,GBIF:5589496,Nematanthus australis,species,accepted,GBIF:5589496,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,australis,NA,3233474,NA,Chautems,NA
Epidendrum ramosum,NA,NA,accepted,GBIF:5320408,Epidendrum ramosum,species,accepted,GBIF:5320408,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,ramosum,NA,5297341,NA,Jacq.,mountain star orchid
Stelis deregularis,NA,NA,accepted,GBIF:5309786,Stelis deregularis,species,accepted,GBIF:5309786,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,deregularis,NA,2798967,NA,Barb.Rodr.,NA
Anthurium pentaphyllum,NA,NA,accepted,GBIF:2873047,Anthurium pentaphyllum,species,accepted,GBIF:2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,pentaphyllum,NA,2872218,5331064,G.Don (Aubl.),Miyaibo
Codonanthe gracilis,NA,NA,accepted,GBIF:3824117,Codonanthe gracilis,species,accepted,GBIF:3824117,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Codonanthe,gracilis,NA,6365712,3821842,Hanst. (Mart.),NA
Trichocentrum pumilum,NA,NA,accepted,GBIF:2846498,Trichocentrum pumilum,species,accepted,GBIF:2846498,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trichocentrum,pumilum,NA,2846368,5324558,M.W.Chase & N.H.Williams (Lindl.),orelha de burro
Vriesea seideliana,NA,NA,accepted,GBIF:5288909,Vriesea seideliana,species,accepted,GBIF:5288909,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,seideliana,NA,2699764,NA,W.Weber,NA
Anathallis bocainensis,NA,NA,accepted,GBIF:7639384,Anathallis bocainensis,species,accepted,GBIF:7639384,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anathallis,bocainensis,NA,2782621,2786641,F.Barros & Barberena (Porto & Brade),NA
Pleiochiton blepharodes,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tillandsia aeranthos,NA,NA,accepted,GBIF:7843252,Tillandsia aeranthos,species,accepted,GBIF:7843252,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,aeranthos,NA,8279994,5287802,Desf. (Loisel.),NA
Vriesea rodigasiana,NA,NA,accepted,GBIF:5289250,Vriesea rodigasiana,species,accepted,GBIF:5289250,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,rodigasiana,NA,2699764,NA,É.Morren,gul vippvriesea
Aechmea nudicaulis,NA,NA,accepted,GBIF:2698486,Aechmea nudicaulis,species,accepted,GBIF:2698486,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,nudicaulis,NA,2697812,5287614,Griseb. (L.),nakedstem livingvase
Vriesea reitzii,NA,NA,accepted,GBIF:5288900,Vriesea reitzii,species,accepted,GBIF:5288900,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,reitzii,NA,2699764,NA,Leme & And.Costa,NA
Nematanthus fornix,NA,NA,accepted,GBIF:5589374,Nematanthus fornix,species,accepted,GBIF:5589374,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,fornix,NA,3233474,3733523,Chautems (Vell.),NA
Stelis megantha,NA,NA,accepted,GBIF:5309874,Stelis megantha,species,accepted,GBIF:5309874,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,megantha,NA,2798967,NA,Barb.Rodr.,NA
Cattleya coccinea,NA,NA,accepted,GBIF:2811951,Cattleya coccinea,species,accepted,GBIF:2811951,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cattleya,coccinea,NA,2800821,NA,Lindl.,NA
Quesnelia liboniana,NA,NA,accepted,GBIF:2696524,Quesnelia liboniana,species,accepted,GBIF:2696524,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Quesnelia,liboniana,NA,2696521,2696527,Mez (De Jonghe),prickbagare
Grandiphyllum divaricatum,NA,NA,accepted,GBIF:2835180,Grandiphyllum divaricatum,species,accepted,GBIF:2835180,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Grandiphyllum,divaricatum,NA,2789719,5321464,Docha Neto (Lindl.),orelha de burro
Lepismium lumbricoides,NA,NA,accepted,GBIF:7279927,Lepismium lumbricoides,species,accepted,GBIF:7279927,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lepismium,lumbricoides,NA,8049434,5622996,Barthlott (Lem.),NA
Microgramma squamulosa,NA,NA,accepted,GBIF:4025976,Microgramma squamulosa,species,accepted,GBIF:4025976,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,squamulosa,NA,8393217,7290190,de la Sota (Kaulf.),NA
Peperomia corcovadensis,NA,NA,accepted,GBIF:7306075,Peperomia corcovadensis,species,accepted,GBIF:7306075,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,corcovadensis,NA,3086367,NA,Gardn.,NA
Prosthechea fausta,NA,NA,accepted,GBIF:2794467,Prosthechea fausta,species,accepted,GBIF:2794467,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prosthechea,fausta,NA,2793960,5308136,W.E.Higgins (Rchb.f. ex Cogn.),NA
Capanemia micromera,NA,NA,accepted,GBIF:2847948,Capanemia micromera,species,accepted,GBIF:2847948,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Capanemia,micromera,NA,9769899,NA,Barb.Rodr.,NA
Peperomia circinnata,NA,NA,accepted,GBIF:7304921,Peperomia circinnata,species,accepted,GBIF:7304921,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,circinnata,NA,3086367,NA,Link,NA
Isochilus linearis,NA,NA,accepted,GBIF:2797700,Isochilus linearis,species,accepted,GBIF:2797700,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Isochilus,linearis,NA,8362290,5308819,R.Br. (Jacq.),narrowleaf equallip orchid
Peperomia alata,NA,NA,accepted,GBIF:3086498,Peperomia alata,species,accepted,GBIF:3086498,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,alata,NA,3086367,NA,Ruiz & Pav.,Winged peperomia
Pabstiella alligatorifera,NA,NA,accepted,GBIF:2839796,Pabstiella alligatorifera,species,accepted,GBIF:2839796,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pabstiella,alligatorifera,NA,7967095,2839794,Luer (Rchb.f.),NA
Anthurium parvum,NA,NA,accepted,GBIF:2873411,Anthurium parvum,species,accepted,GBIF:2873411,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,parvum,NA,2872218,NA,N.E.Br.,NA
Monstera adansonii,NA,NA,accepted,GBIF:2868136,Monstera adansonii,species,accepted,GBIF:2868136,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,adansonii,NA,2868125,5330247,Schott,tarovine
Polycycnis silvana,NA,NA,accepted,GBIF:2796700,Polycycnis silvana,species,accepted,GBIF:2796700,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Polycycnis,silvana,NA,2796689,NA,F.Barros,NA
Begonia herbacea,NA,NA,accepted,GBIF:7303229,Begonia herbacea,species,accepted,GBIF:7303229,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,herbacea,NA,2874710,NA,Vell.,NA
Vriesea penduliflora,NA,NA,accepted,GBIF:5289340,Vriesea penduliflora,species,accepted,GBIF:5289340,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,penduliflora,NA,2699764,NA,L.B.Sm.,NA
Nematanthus strigillosus,NA,NA,accepted,GBIF:5589107,Nematanthus strigillosus,species,accepted,GBIF:5589107,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,strigillosus,NA,3233474,3821514,H.E.Moore (Mart.),NA
Tillandsia tenuifolia,NA,NA,accepted,GBIF:2695114,Tillandsia tenuifolia,species,accepted,GBIF:2695114,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,tenuifolia,NA,8279994,NA,L.,narrowleaf airplant
Pabstiella mirabilis,NA,NA,accepted,GBIF:2832164,Pabstiella mirabilis,species,accepted,GBIF:2832164,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pabstiella,mirabilis,NA,7967095,2832169,Brieger & Senghas (Schltr.),NA
Elaphoglossum prestonii,NA,NA,accepted | replaceSynonym,GBIF:7929690,Elaphoglossum scolopendrifolium,species,accepted,GBIF:7288694,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,scolopendrifolium,NA,2651032,NA,J.Sm. (Raddi),NA
Tillandsia recurvata,NA,NA,accepted,GBIF:2695588,Tillandsia recurvata,species,accepted,GBIF:2695588,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,recurvata,NA,8279994,5287808,L. (L.),Tillandsia recta o heno pequeno
Aechmea recurvata,NA,NA,accepted,GBIF:2698386,Aechmea recurvata,species,accepted,GBIF:2698386,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,recurvata,NA,2697812,2698391,L.B.Sm. (Klotzsch),krokvippa
Vriesea flava,NA,NA,accepted,GBIF:5288856,Vriesea flava,species,accepted,GBIF:5288856,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,flava,NA,2699764,NA,"And.Costa, H.Luther & Wand.",NA
Grandiphyllum divaricatum,NA,NA,accepted,GBIF:2835180,Grandiphyllum divaricatum,species,accepted,GBIF:2835180,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Grandiphyllum,divaricatum,NA,2789719,5321464,Docha Neto (Lindl.),orelha de burro
Epidendrum secundum,NA,NA,accepted,GBIF:5319755,Epidendrum secundum,species,accepted,GBIF:5319755,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,secundum,NA,5297341,NA,Jacq.,thicket star orchid
Acianthera luteola,NA,NA,accepted,GBIF:2839540,Acianthera luteola,species,accepted,GBIF:2839540,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,luteola,NA,7848554,2839541,Pridgeon & M.W.Chase (Lindl.),NA
Codonanthe gracilis,NA,NA,accepted,GBIF:3824117,Codonanthe gracilis,species,accepted,GBIF:3824117,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Codonanthe,gracilis,NA,6365712,3821842,Hanst. (Mart.),NA
Rhipsalis teres,NA,NA,accepted,GBIF:9694020,Rhipsalis teres,species,accepted,GBIF:9694020,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,teres,NA,3084035,7832360,Steud. (Vell.),NA
Cochlidium punctatum,NA,NA,accepted,GBIF:5567119,Cochlidium punctatum,species,accepted,GBIF:5567119,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Cochlidium,punctatum,NA,2650357,3750903,L.E.Bishop (Raddi),NA
Asplenium gastonis,NA,NA,accepted,GBIF:4257847,Asplenium gastonis,species,accepted,GBIF:4257847,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,gastonis,NA,2650583,NA,Fée,NA
Hymenophyllum pulchellum,NA,NA,accepted,GBIF:3606709,Hymenophyllum pulchellum,species,accepted,GBIF:3606709,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,pulchellum,NA,2651287,NA,Schltdl. & Cham.,NA
Peperomia glabella,NA,NA,accepted,GBIF:3086385,Peperomia glabella,species,accepted,GBIF:3086385,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,glabella,NA,3086367,3086386,A.Dietr. (Sw.),Zypressen Peperomie
Anthurium pentaphyllum,NA,NA,accepted,GBIF:2873047,Anthurium pentaphyllum,species,accepted,GBIF:2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,pentaphyllum,NA,2872218,5331064,G.Don (Aubl.),Miyaibo
Nematanthus sericeus,NA,NA,accepted,GBIF:5589145,Nematanthus sericeus,species,accepted,GBIF:5589145,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nematanthus,sericeus,NA,3233474,3821554,Chautems (Hanst.),NA
Araeococcus parviflorus,NA,NA,accepted,GBIF:2693910,Araeococcus parviflorus,species,accepted,GBIF:2693910,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Araeococcus,parviflorus,NA,2693903,2693911,Lindm. (Mart. ex Schult. & Schult.f.),NA
Tillandsia recurvata,NA,NA,accepted,GBIF:2695588,Tillandsia recurvata,species,accepted,GBIF:2695588,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,recurvata,NA,8279994,5287808,L. (L.),Tillandsia recta o heno pequeno
Rhipsalis pachyptera,NA,NA,accepted,GBIF:7280748,Rhipsalis pachyptera,species,accepted,GBIF:7280748,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,pachyptera,NA,3084035,NA,Pfeiff.,NA
Acianthera luteola,NA,NA,accepted,GBIF:2839540,Acianthera luteola,species,accepted,GBIF:2839540,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,luteola,NA,7848554,2839541,Pridgeon & M.W.Chase (Lindl.),NA
Ficus crocata,NA,NA,accepted,GBIF:5569828,Ficus crocata,species,accepted,GBIF:5569828,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,crocata,NA,2984588,3765753,Mart. ex Miq. (Miq.),Jaguey
Pecluma sicca,NA,NA,accepted,GBIF:4027888,Pecluma sicca,species,accepted,GBIF:4027888,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pecluma,sicca,NA,2650499,5649764,M.G.Price (Lindm.),NA
Gomesa flexuosa,NA,NA,accepted,GBIF:5826472,Gomesa flexuosa,species,accepted,GBIF:5826472,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gomesa,flexuosa,NA,2851004,8398215,M.W.Chase & N.H.Williams (G.Lodd.),pingo de ouro
Peperomia glabella,NA,NA,accepted,GBIF:3086385,Peperomia glabella,species,accepted,GBIF:3086385,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,glabella,NA,3086367,3086386,A.Dietr. (Sw.),Zypressen Peperomie
Campyloneurum crispum,NA,NA,accepted | replaceSynonym,GBIF:4024853,Campyloneurum repens,species,accepted,GBIF:2650518,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,repens,NA,7500358,5274990,C.Presl (Aubl.),creeping strapfern
Encyclia patens,NA,NA,accepted,GBIF:2827016,Encyclia patens,species,accepted,GBIF:2827016,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Encyclia,patens,NA,2827000,NA,Hook.,NA
