DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
BREI_00363,BREI,E363,SETE BARRAS,SAO PAULO,SP,Brazil,T.B. BREIER 0485,Primary Forest,-24.168333,-47.936111,5000,Parque Estadual Carlos Botelho,Angiosperms,Gesneriaceae,Codonanthe,gracilis,Codonanthe gracilis,holoepiphyte,NA,NA,NA,NA,2002,2005,Presence_only,489,1511,22.7000007629395,Ombrophilous Forest,YES,NA
KERB_03977,KERB,E3977,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Ferns,Polypodiaceae,Microgramma,tecta,Microgramma tecta,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
MENE2_10655,MENE2,E18777,VIDAL RAMOS,SANTA CATARINA,SC,Brazil,NA,NA,-27.39,-49.36,Coordinates given in the herbarium record,"Sabia, Vidal Ramos",Angiosperms,Piperaceae,Peperomia,rotundifolia,Peperomia rotundifolia,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,681,1581,23.3999996185303,Ombrophilous Forest,YES,NA
CEBA_00773,CEBA,NA,IGUAZU,MISIONES,N,Argentina,JOHNSON 501,NA,-26.86763,-54.39345,Department,NA,Angiosperms,Orchidaceae,Cyrtopodium,palmifrons,Cyrtopodium palmifrons,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,493,1755,23.3999996185303,NA,YES,Epifita en nudo de tronco +- 7 mtss/n.p bajo condiciones expuestas. 23-10-94
CEBA_00102,CEBA,NA,GUARANI & SAN PEDRO,MISIONES,N,Argentina,MARQUEZ & CARRION 125A-LP-,Forest,-27.153396,-53.902002,Study site,"Reserva de Uso Multiple Guarani, Parque Provincial Caa Yari, Parque Provincial Esmeralda, Parque Provincial Cruce Caballero y Parque Provincial Mocona",Ferns,Hymenophyllaceae,Crepidomanes,pyxidiferum,Crepidomanes pyxidiferum,holoepiphyte,Cyatheaceae,Alsophila,setosa,Alsophila setosa,2004,2012,Presence_only,141,1780,24.8999996185303,NA,YES,NA
FOUN_00197,FOUN,197,ILHEUS,BAHIA,BA,Brazil,3,Forest Edge,-15.01015,-39.134827,20,Reserva Biologica de Una,Angiosperms,Bromeliaceae,Lymania,azurea,Lymania azurea,holoepiphyte,NA,NA,NA,NA,1998,2000,Abundance,41,1537,25.1000003814697,Ombrophilous Forest,YES,total plot effort is related to 2 plots of forest edges inserteds in a vegetation patch of aprox 800ha herein named Block-A
MENE2_15398,MENE2,E23089,MORRETES,PARANA,PR,Brazil,NA,NA,-25.4769,-48.8344,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Pabstiella,ramphastorhyncha,Pabstiella ramphastorhyncha,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,143,1974,25.8999996185303,Ombrophilous Forest,YES,NA
FUME_01229,FUME,E1235,RESENDE,RIO DE JANEIRO,RJ,Brazil,NA,Cloud Forest,-22.36986,-44.7097,20,"Parque Nacional do Itatiaia, Pedra do Camelo",Angiosperms,Orchidaceae,Cattleya,mantiqueirae,Cattleya mantiqueirae,holoepiphyte,NA,NA,NA,NA,2017,2017,Presence_absence,2127,2337,12.8999996185303,Ombrophilous Forest,YES,NA
KERB_04839,KERB,E4839,CONTENDA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.604126,-49.570547,Forest fragment,General Lucio,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,NA,NA,NA,NA,2002,2006,Abundance,872,1323,21,Ombrophilous Forest,YES,NA
KERB_03394,KERB,E3394,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,NA,-28.471217,-49.83173,Study site,Rio Pelotas,Angiosperms,Orchidaceae,Acianthera,langeana,Acianthera langeana,holoepiphyte,NA,NA,NA,NA,2014,2014,Abundance,1132,1638,19.6000003814697,Ombrophilous Forest,YES,NA
MENE2_10035,MENE2,E18213,VOTORANTIM,SAO PAULO,SP,Brazil,NA,NA,-23.5467,-47.4378,Coordinates given in the herbarium record,"Serra de Sao Francisco, Represa de Ituparanga. .",Angiosperms,Piperaceae,Peperomia,nitida,Peperomia nitida,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,606,1231,22.1000003814697,Ombrophilous Forest,YES,NA
KERB_04517,KERB,E4517,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.600388,-49.410176,Forest fragment,Araucaria,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,NA,NA,NA,NA,2002,2006,Abundance,879,1292,21,Ombrophilous Forest,YES,NA
COUT_00111,COUT,E0368,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,NA,Dense Ombrophilous Forest,-20.903056,-41.480833,Forest fragment,Conceicao do Muqui: Santa Luzia - Prop. Sr. Carlos Demartini,Angiosperms,Orchidaceae,Bulbophyllum,kautskyi,Bulbophyllum kautskyi,holoepiphyte,NA,NA,NA,NA,2008,2008,Presence_only,641,1294,22.3999996185303,Seasonal Forest,YES,NA
MENE2_14558,MENE2,E22325,GUARATINGUETA,SAO PAULO,SP,Brazil,NA,NA,-22.79,-45.313889,Coordinates given in the herbarium record,Mananciais da Serra,Angiosperms,Orchidaceae,Pabstiella,fusca,Pabstiella fusca,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,582,1400,22.8999996185303,Savanna,YES,NA
MENE_01085,MENE,E1099,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,Bignoniaceae,Handroanthus,chrysotrichus,Handroanthus chrysotrichus,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,NA
MENE2_14618,MENE2,E2238,GOVERNADOR LINDENBERG,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.247222,-40.455278,Coordinates given in the herbarium record,Estacao Biologica de Sao Lourenco,Angiosperms,Bromeliaceae,Aechmea,pineliana,Aechmea pineliana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,307,1184,25.7999992370605,Ombrophilous Forest,YES,NA
MENE2_02402,MENE2,E11274,CERRO AZUL,PARANA,PR,Brazil,NA,NA,-24.8236,-49.2611,Coordinates given in the herbarium record,Rio Turvo,Angiosperms,Cactaceae,Lepismium,houlletianum,Lepismium houlletianum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,521,1145,25.5,Ombrophilous Forest,YES,NA
ANNE_01472,ANNE,22971,FLORIANOPOLIS,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.4667,-48.4167,Municipality,Vargem Grande,Angiosperms,Orchidaceae,Campylocentrum,aromaticum,Campylocentrum aromaticum,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,11,1521,24.3999996185303,Ombrophilous Forest,YES,NA
FRAL_01631,FRAL,E1631,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.746667,-43.354722,50,Praca Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,Rosaceae,Eriobotrya,japonica,Eriobotrya japonica,2015,2016,Presence_only,686,1503,23.5,Seasonal Forest,YES,NA
ANNE_03111,ANNE,23397,BOTUVERA,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.2667,-49.2167,Municipality,Cinema,Angiosperms,Araceae,Monstera,adansonii,Monstera adansonii,hemiepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,610,1629,22.2000007629395,Ombrophilous Forest,YES,NA
MENE2_02082,MENE2,E10983,IBIRACU,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.8319,-40.3697,Coordinates given in the herbarium record,Rod. BR-101 -Mpio. Ibiracu-.,Angiosperms,Orchidaceae,Laelia,gloriosa,Laelia gloriosa,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,136,1139,27.1000003814697,Ombrophilous Forest,YES,NA
FUME_07281,FUME,E7301,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,NA,Mixed Ombrophilous Forest,-22.142,-44.7328,2000,Parque Estadual da Serra do Papagaio,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,2012,2013,Presence_absence,1798,1890,17.1000003814697,Other,YES,NA
KERB_08349,KERB,E8349,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,Flooded Forest,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Ferns,Polypodiaceae,Campyloneurum,austrobrasilianum,Campyloneurum austrobrasilianum,holoepiphyte,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,NA
MENE2_26196,MENE2,E32905,SANTA TERESA,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.953333,-40.552778000000004,Coordinates given in the herbarium record,Penha,Angiosperms,Bromeliaceae,Vriesea,scalaris,Vriesea scalaris,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,662,1277,23.7000007629395,Ombrophilous Forest,YES,NA
GOSI_00030,GOSI,E0466,LAGOA DOS GATOS,PERNAMBUCO,PE,Brazil,NA,Secondary Forest,-8.6606,-35.9043,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,ensiformis,Vriesea ensiformis,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,429,1020,23.3999996185303,Seasonal Forest,YES,NA
MENE2_13002,MENE2,E20910,COQUEIRAL,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-21.109583,-45.4,Coordinates given in the herbarium record,Fazenda Caxambu -Estrada Boa Esperanca-,Angiosperms,Araceae,Philodendron,propinquum,Philodendron propinquum,hemiepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,869,1355,23.5,Other,YES,NA
MENE2_02154,MENE2,E11049,PATY DO ALFERES,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.3222,-43.4047,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Lankesterella,ceracifolia,Lankesterella ceracifolia,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,587,1591,23.7999992370605,Ombrophilous Forest,YES,NA
KERB_02625,KERB,E2625,SAO JOSE DOS AUSENTES,RIO GRANDE DO SUL,RS,Brazil,ABUNDANCE,NA,-28.47165,-49.981568,Forest fragment,Rio Pelotas,Ferns,Aspleniaceae,Asplenium,gastonis,Asplenium gastonis,facultative,NA,NA,NA,NA,2014,2014,Abundance,1094,1662,19.2999992370605,Ombrophilous Forest,YES,NA
MENE2_32222,MENE2,E8648,CORUMBA DE GOIAS,GOIAS,GO,Brazil,NA,NA,-15.9236,-48.8086,Coordinates given in the herbarium record,"Corumba de GO, 20km ao NW de Corumba de GO",Angiosperms,Orchidaceae,Epidendrum,nocturnum,Epidendrum nocturnum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,NA,NA,NA,NA,NO,NA
MENE2_17675,MENE2,E25159,FLORIANOPOLIS,SANTA CATARINA,SC,Brazil,NA,NA,-27.479167,-48.43,Coordinates given in the herbarium record,Vargem Grande,Angiosperms,Cactaceae,Rhipsalis,floccosa,Rhipsalis floccosa,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,147,1568,23.3999996185303,Ombrophilous Forest,YES,NA
MENE2_11815,MENE2,E19831,ITATIAIA,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.4402778,-44.6113889,Coordinates given in the herbarium record,"Parque Nacional do Itatiaia, Trilha para Tres Picos. Erva estolonifera, ramos cartnosos, verdes, pendulos, folhas prostradas no barranc, verdes, suculentas. Espigas ascendentes, frutos marrons patentes, raques verdes. Ocasional no local. Local muito umido em pedras.",Angiosperms,Piperaceae,Peperomia,urocarpa,Peperomia urocarpa,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1284,1569,20.2999992370605,Seasonal Forest,YES,NA
FUME_02468,FUME,E2486,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.70188,-43.88374,100,"Parque Estadual do Ibitipoca, Gruta do Monjolinho",Angiosperms,Orchidaceae,Dichaea,cogniauxiana,Dichaea cogniauxiana,holoepiphyte,Asteraceae,Eremanthus,erythropappus,Eremanthus erythropappus,2014,2014,Presence_absence,1576,1692,19.1000003814697,Seasonal Forest,YES,NA
JABOT_01346,JABOT,476962,ITATIAIA,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.46306,-44.60861,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Prosthechea,allemanoides,Prosthechea allemanoides,holoepiphyte,NA,NA,NA,NA,2008,2008,Presence_only,830,1568,21.2999992370605,Seasonal Forest,YES,NA
JABOT_01312,JABOT,444521,CASTRO,PARANA,PR,Brazil,NA,NA,-25.05,-49.8,Coordinates given in the herbarium record,NA,Ferns,Hymenophyllaceae,Hymenophyllum,fragile,Hymenophyllum fragile,holoepiphyte,NA,NA,NA,NA,2003,2003,Presence_only,650,1445,22.7000007629395,Ombrophilous Forest,YES,NA
MENE2_20646,MENE2,E2786,MORRETES,PARANA,PR,Brazil,NA,NA,-25.4769,-48.8344,Coordinates given in the herbarium record,NA,Angiosperms,Araceae,Anthurium,gaudichaudianum,Anthurium gaudichaudianum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,143,1974,25.8999996185303,Ombrophilous Forest,YES,NA
JABOT_00275,JABOT,681184,ARAPONGA,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-20.71667,-42.48333,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Promenaea,xanthina,Promenaea xanthina,holoepiphyte,NA,NA,NA,NA,1993,1993,Presence_only,1524,1515,18.7999992370605,Seasonal Forest,YES,NA
MENE2_09429,MENE2,E17662,RIO DO SUL,SANTA CATARINA,SC,Brazil,NA,NA,-27.21,-49.64,Coordinates given in the herbarium record,Serra do matador,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,497,1529,23.7000007629395,Ombrophilous Forest,YES,NA
FUME_06411,FUME,E6431,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-22.1225,-44.7443,500,"Parque Estadual da Serra do Papagaio, Chapadao",Ferns,Hymenophyllaceae,Hymenophyllum,polyanthos,Hymenophyllum polyanthos,holoepiphyte,NA,NA,NA,NA,2012,2013,Presence_absence,1849,2026,16,Other,YES,NA
KERB_03702,KERB,E3702,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,NA,-28.482429,-49.832046,Study site,Rio Pelotas,Ferns,Dryopteridaceae,Rumohra,adiantiformis,Rumohra adiantiformis,facultative,NA,NA,NA,NA,2014,2014,Abundance,1132,1635,19.7999992370605,Ombrophilous Forest,YES,NA
KESS_00190,KESS,E0190,VIANA,ESPIRITO SANTO,ES,Brazil,NA,NA,-20.2911,-40.5319,Sampled tree,NA,Angiosperms,Bromeliaceae,Vriesea,scalaris,Vriesea scalaris,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,617,1266,23.7999992370605,Ombrophilous Forest,YES,NA
MENE2_06365,MENE2,E14877,MORRETES,PARANA,PR,Brazil,NA,NA,-25.5,-48.75,Coordinates given in the herbarium record,"Sapindatuva, cerca de 10Km NE de Morretes.",Angiosperms,Bromeliaceae,Nidularium,innocentii,Nidularium innocentii,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,74,2055,25.6000003814697,Ombrophilous Forest,YES,NA
KERB_00560,KERB,E0560,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Piperaceae,Peperomia,emarginella,Peperomia emarginella,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
MANI_00272,MANI,E0272,UBATUBA,SAO PAULO,SP,Brazil,1,Dense Ombrophilous Forest,-23.35,-44.858333,Forest fragment,Parque Estadual da Serra do Mar-Nucleo Picinguaba,Angiosperms,Bromeliaceae,Vriesea,flammea,Vriesea flammea,facultative,NA,NA,NA,NA,2010,2011,Presence_only,175,2445,26.2999992370605,NA,YES,NA
FUME_03943,FUME,E3962,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.70193,-43.87246,100,"Parque Estadual do Ibitipoca, Gruta do Piao",Angiosperms,Orchidaceae,Gomesa,glaziovii,Gomesa glaziovii,holoepiphyte,Rubiaceae,Cordiera,concolor,Cordiera concolor,2014,2014,Presence_absence,1301,1770,18,Seasonal Forest,YES,NA
ANNE_01549,ANNE,14719,GARUVA,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-26.05,-48.7167,Municipality,Sol Nascente,Ferns,Polypodiaceae,Campyloneurum,atlanticum,Campyloneurum atlanticum,not possible to confirm,NA,NA,NA,NA,2009,2009,Presence_only,81,1844,25.1000003814697,Ombrophilous Forest,YES,NA
FRAL_00400,FRAL,E0400,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.76083,-43.35027,100,Parque Halfeld,Ferns,Polypodiaceae,Microgramma,vacciniifolia,Microgramma vacciniifolia,holoepiphyte,NA,NA,NA,NA,2015,2016,Presence_only,686,1504,23.2999992370605,Seasonal Forest,YES,NA
CROS_00202,CROS,x344,ITIRAPINA,SAO PAULO,SP,Brazil,12,Urban Area,-22.249008,-47.824131,10,Estacao Ecologica e Experimental de Itirapina,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Fabaceae,Anadenanthera,peregrina,Anadenanthera peregrina,2017,2017,Abundance,890,1372,22.1000003814697,Savanna,YES,The plots were circular with the tree hosting most epiphytes on the axis
MENE2_15921,MENE2,E23564,SAO PAULO,SAO PAULO,SP,Brazil,NA,NA,-23.5475,-46.6361,Coordinates given in the herbarium record,Butantan,Angiosperms,Orchidaceae,Acianthera,sonderiana,Acianthera sonderiana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,634,1341,21.6000003814697,Savanna,YES,NA
ANNE_05070,ANNE,27325,SAO BONIFACIO,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.9833,-48.8667,Municipality,Rio Poncho,Angiosperms,Cactaceae,Rhipsalis,elliptica,Rhipsalis elliptica,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,612,1658,20.5,Ombrophilous Forest,YES,NA
ANNE_02776,ANNE,28370,FLORIANOPOLIS,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.5667,-48.4667,Municipality,Morro da Lagoa,Angiosperms,Cactaceae,Lepismium,houlletianum,Lepismium houlletianum,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,122,1556,23.2000007629395,Ombrophilous Forest,YES,NA
MENE2_24423,MENE2,E31293,ANTONIO CARLOS,SANTA CATARINA,SC,Brazil,NA,NA,-27.539444,-48.870278,Coordinates given in the herbarium record,Santa Maria,Angiosperms,Bromeliaceae,Vriesea,flammea,Vriesea flammea,facultative,NA,NA,NA,NA,NA,NA,Presence_only,249,1626,22.8999996185303,Ombrophilous Forest,YES,NA
PTEO_00854,PTEO,E0854,GRAO PARA,SANTA CATARINA,SC,Brazil,NA,Primary Forest,-28.179673,-49.39064,5,Parque Estadual da Serra Furada,Angiosperms,Bromeliaceae,Edmundoa,lindenii,Edmundoa lindenii,holoepiphyte,NA,NA,NA,NA,2011,2012,Presence_absence,530,1543,21.8999996185303,Savanna,YES,NA
MENE2_15092,MENE2,E22810,DELFIM MOREIRA,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-22.5744445,-45.3225,Coordinates given in the herbarium record,"Fazenda Boa Esperanca, trilha do Marlom.",Angiosperms,Orchidaceae,Anathallis,obovata,Anathallis obovata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1522,1765,18.1000003814697,Ombrophilous Forest,YES,NA
KERA_00562,KERA,E0562,CURITIBA,PARANA,PR,Brazil,NA,Mixed Ombrophilous Forest,-25.447978,-49.240459,Forest fragment,Bosque da Eng. Florestal UFPR,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,NA,NA,NA,NA,2001,2002,Presence_only,914,1369,20.8999996185303,Ombrophilous Forest,YES,NA
COUT_00020,COUT,E0335,CACHOEIRO DE ITAPEMIRIM,ESPIRITO SANTO,ES,Brazil,NA,Seasonal Semideciduous Forest,-20.680833,-41.3775,Forest fragment,Burarama: Canta Galo,Ferns,Polypodiaceae,Microgramma,tecta,Microgramma tecta,holoepiphyte,NA,NA,NA,NA,2008,2012,Presence_only,580,1311,22,Seasonal Forest,YES,NA
KERB_04543,KERB,E4543,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.600388,-49.410176,Forest fragment,Araucaria,Angiosperms,Orchidaceae,Acianthera,hygrophila,Acianthera hygrophila,holoepiphyte,NA,NA,NA,NA,2002,2006,Abundance,879,1292,21,Ombrophilous Forest,YES,NA
KERB_07928,KERB,E7928,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,NA,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Angiosperms,Bromeliaceae,Aechmea,recurvata,Aechmea recurvata,holoepiphyte,Myrtaceae,NA,NA,NA,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,NA
MENE2_32879,MENE2,E9305,SEABRA,BAHIA,BA,Brazil,NA,NA,-12.4186,-41.7703,Coordinates given in the herbarium record,Ca. 27km N of Seabra road to Agua de Rega,Angiosperms,Cactaceae,Epiphyllum,phyllanthus,Epiphyllum phyllanthus,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,826,753,22.7000007629395,NA,NO,NA
KERB_08563,KERB,E8563,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,Flooded Forest,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Angiosperms,Piperaceae,Peperomia,catharinae,Peperomia catharinae,holoepiphyte,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,NA
MENE2_10923,MENE2,E19020,ITAMONTE,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-22.2938889,-44.7502778,Coordinates given in the herbarium record,"Parque Estadual do Papagaio, bairro rural COlina.",Angiosperms,Piperaceae,Peperomia,subternifolia,Peperomia subternifolia,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1831,2186,14.5,Ombrophilous Forest,YES,NA
CBOE_00224,CBOE,Tree42,SAO FRANCISCO DE PAULA,RIO GRANDE DO SUL,RS,Brazil,FO2,Mixed Ombrophilous Forest,-29.408905,-50.38645,Central point in study site,Floresta Nacional de Sao Francisco de Paula.,Ferns,Polypodiaceae,Pleopeltis,pleopeltidis,Pleopeltis pleopeltidis,holoepiphyte,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,2007,2007,Abundance,917,2088,19.6000003814697,Savanna,YES,NA
ZORZ_00039,ZORZ,E0039,IUNA,ESPIRITO SANTO,ES,Brazil,1,Secondary Forest,-20.3665,-41.471621,Forest fragment,"Serra do Valentim, estrada torres de comunicacao",Angiosperms,Begoniaceae,Begonia,fruticosa,Begonia fruticosa,facultative,NA,NA,NA,NA,2011,2017,Presence_only,1212,1443,19.3999996185303,Ombrophilous Forest,YES,Only botanical collections
MENE2_08713,MENE2,E17011,MARINGA,PARANA,PR,Brazil,NA,NA,-23.43,-51.94,Coordinates given in the herbarium record,Horto Florestal,Angiosperms,Piperaceae,Peperomia,circinnata,Peperomia circinnata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,438,1276,20.8999996185303,Seasonal Forest,YES,NA
KERB_03586,KERB,E3586,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,NA,-28.471217,-49.83173,Study site,Rio Pelotas,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,NA,NA,NA,NA,2014,2014,Abundance,1132,1638,19.6000003814697,Ombrophilous Forest,YES,NA
BREI_00388,BREI,E388,ELDORADO,SAO PAULO,SP,Brazil,T.B. BREIER 1318,Secondary Forest,-24.636667,-48.403333,5000,Parque Estadual Caverna do Diabo,Angiosperms,Gesneriaceae,Nematanthus,wettsteinii,Nematanthus wettsteinii,holoepiphyte,NA,NA,NA,NA,2002,2005,Presence_only,521,1528,23.6000003814697,Ombrophilous Forest,YES,NA
GOSI_01769,GOSI,E2329,GARUVA,SANTA CATARINA,SC,Brazil,NA,Secondary Forest,-26.027,-48.855,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,unilateralis,Vriesea unilateralis,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,138,1776,25.2000007629395,Ombrophilous Forest,YES,NA
MECO_00172,MECO,E0172,RIO CLARO,SAO PAULO,SP,Brazil,NA,Secondary Forest,-22.35523472,-47.55905628,45,NA,Angiosperms,Bromeliaceae,Aechmea,bromeliifolia,Aechmea bromeliifolia,holoepiphyte,Asteraceae,Moquiniastrum,polymorphum,Moquiniastrum polymorphum,2016,2018,Presence_absence,610,1302,23.1000003814697,Seasonal Forest,YES,NA
SARA_00287,SARA,E0287,CAMACAN,BAHIA,BA,Brazil,17,Dense Ombrophilous Forest,-15.391667,-39.565278,Study site,RPPN Serra Bonita,Ferns,Dryopteridaceae,Elaphoglossum,prestonii,Elaphoglossum prestonii,facultative,NA,NA,NA,NA,2010,2010,Abundance,152,1105,22.2000007629395,Ombrophilous Forest,YES,NA
VAND_00163,VAND,NA,POCOS DE CALDAS,MATO GROSSO DO SUL,MS,Brazil,RJ12,Edge of Riparian Forest,-21.7854,-46.5619,Municipality,Fazenda de Ricardo Junqueira,Angiosperms,Bromeliaceae,Vriesea,friburgensis,Vriesea friburgensis,holoepiphyte,Lauraceae,Ocotea,lobbii,Ocotea lobbii,2005,2006,Abundance,1512,1686,20.7000007629395,Seasonal Forest,YES,NA
KERB_08001,KERB,E8001,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,NA,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Angiosperms,Orchidaceae,Capanemia,superflua,Capanemia superflua,holoepiphyte,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,NA
